0,0,0,0,4080
0,0,0,0,3360
0,0,0,0,2720
0,0,0,0,2064
0,0,0,0,1360
0,0,0,0,656
0,0,4080,0,0
0,0,3904,0,0
0,0,3744,0,0
0,0,3584,0,0
0,0,3424,0,0
0,0,3232,0,0
0,0,3040,0,0
0,0,2880,0,0
0,0,2720,0,0
0,0,2544,0,0
0,0,2352,0,0
0,0,2208,0,0
0,0,2048,0,0
3904,0,1856,0,0
3552,0,1712,0,0
3200,0,1520,0,0
2816,0,1360,0,0
2464,0,1184,0,0
2112,0,1024,0,0
1760,0,848,0,0
1408,0,688,0,0
1072,0,512,0,0
704,0,320,0,0
352,0,160,0,0
0,0,0,0,0
4016,4016,4016,4016,4016
3920,3904,3920,3936,3936
3824,3792,3856,3856,3856
3712,3712,3744,3744,3760
3632,3632,3632,3632,3648
3536,3520,3536,3536,3536
3440,3440,3440,3440,3456
3328,3312,3328,3328,3328
3232,3216,3232,3232,3248
3136,3120,3136,3136,3152
3024,3008,3040,3040,3040
2928,2896,2928,2928,2912
2848,2816,2848,2848,2848
2752,2736,2752,2752,2752
2656,2640,2656,2656,2656
2544,2544,2544,2544,2544
2432,2432,2448,2448,2448
2336,2320,2336,2336,2336
2240,2224,2240,2240,2240
2160,2112,2160,2160,2160
2064,2016,2064,2064,2064
1968,1904,1968,1968,1968
1856,1840,1856,1856,1856
1744,1744,1744,1744,1744
1648,1632,1664,1664,1648
1552,1520,1568,1568,1552
1456,1424,1488,1488,1456
1376,1312,1376,1376,1376
1280,1248,1280,1280,1280
1168,1152,1168,1168,1168
1072,1040,1072,1072,1056
960,944,960,960,944
864,848,864,864,864
768,736,768,768,768
688,624,688,688,688
576,544,576,592,576
480,432,480,496,480
384,320,384,384,384
272,256,272,272,272
176,144,176,192,176
80,32,80,80,80
48,0,64,48,4080
48,0,64,48,3376
48,0,64,48,2720
32,0,32,64,2016
32,0,32,64,1312
32,0,32,64,688
32,0,32,4080,0
32,0,32,3920,0
32,0,32,3712,0
32,0,32,3536,0
32,0,32,3344,0
32,0,32,3152,0
32,0,32,2992,0
32,0,32,2800,0
32,0,32,2624,0
32,0,32,2432,0
32,0,32,2272,0
32,0,32,2080,0
32,0,32,1888,0
32,0,32,1728,0
32,0,32,1520,0
32,0,32,1360,0
32,0,32,1200,0
32,0,32,976,0
32,0,32,832,0
32,0,32,624,0
32,0,32,432,0
32,0,32,272,0
32,0,32,80,0
32,0,32,1360,0
32,0,32,4080,0
32,0,32,3904,0
32,0,32,3696,0
32,0,32,3536,0
32,0,32,3344,0
32,0,32,3184,0
32,0,32,2992,0
32,0,32,2800,0
32,0,32,2624,0
32,0,32,2448,0
32,0,32,2272,0
32,0,32,2080,0
32,0,32,1888,0
32,0,32,1728,0
32,0,32,1520,0
32,0,32,1360,0
32,0,32,1200,0
32,0,32,992,0
32,0,32,816,0
32,0,32,624,0
32,0,32,432,0
32,0,32,272,0
32,0,32,80,0
32,0,32,688,0
32,0,32,2048,0
32,0,32,3376,0
16,0,16,3984,0
16,0,16,3792,0
16,0,16,3632,0
16,0,16,3440,0
16,0,16,3248,0
16,0,16,3088,0
16,0,16,2880,0
16,0,16,2720,0
16,0,16,2560,0
16,0,16,2336,0
16,0,16,2192,0
16,0,16,1984,0
16,0,16,1792,0
16,0,16,1632,0
16,0,16,1440,0
16,0,16,1280,0
16,0,16,1072,0
16,0,16,912,0
16,0,16,720,0
16,0,16,528,0
16,0,16,384,0
16,0,16,160,0
16,0,16,0,0
16,0,16,1360,0
16,0,16,2720,0
16,0,16,4080,0
16,0,16,3904,0
16,0,16,3712,0
16,0,16,3568,0
16,0,16,3360,0
16,0,16,3216,0
16,0,16,2992,0
16,0,16,2816,0
16,0,16,2656,0
16,0,16,2464,0
16,0,16,2304,0
16,0,16,2112,0
16,0,16,1952,0
16,0,16,1760,0
16,0,16,1600,0
16,0,16,1408,0
16,0,16,1248,0
16,0,16,1088,0
16,0,16,864,0
16,0,16,720,0
16,0,16,512,0
16,0,16,368,0
16,0,16,160,0
16,0,16,0,0
16,0,16,128,0
16,0,16,272,0
16,0,16,384,0
16,0,16,496,0
16,0,16,624,0
0,0,16,736,0
0,0,16,864,0
0,0,16,992,0
0,0,16,1136,0
0,0,16,1248,0
0,0,16,1376,0
0,0,16,1504,0
0,0,16,1632,0
0,0,16,1744,0
0,0,16,1872,0
0,0,16,2000,0
0,0,16,2112,0
0,0,16,2240,0
0,0,16,2384,0
0,0,16,2512,0
0,0,16,2640,0
0,0,16,2768,0
0,0,16,2880,0
0,0,16,2992,0
0,0,16,3136,0
0,0,16,3248,0
0,0,16,3376,0
0,0,16,3520,0
0,0,16,3648,0
0,0,16,3760,0
0,0,16,3888,0
0,0,16,4016,0
0,0,16,4048,0
0,0,16,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,4032
0,0,0,0,3344
0,0,0,0,2688
0,0,0,0,2064
0,0,0,0,1360
0,0,0,0,656
0,0,4080,0,0
0,0,3904,0,0
0,0,3744,0,0
0,0,3584,0,0
0,0,3424,0,0
0,0,3232,0,0
0,0,3040,0,0
0,0,2880,0,0
0,0,2720,0,0
0,0,2544,0,0
0,0,2352,0,0
0,0,2208,0,0
0,0,2048,0,0
3904,0,1856,0,0
3552,0,1712,0,0
3200,0,1520,0,0
2816,0,1360,0,0
2464,0,1184,0,0
2112,0,1024,0,0
1760,0,848,0,0
1408,0,688,0,0
1072,0,512,0,0
704,0,320,0,0
352,0,160,0,0
0,0,0,0,0
4016,4016,4016,4016,4016
3920,3904,3920,3936,3936
3824,3792,3856,3856,3856
3712,3712,3744,3744,3760
3632,3632,3632,3632,3648
3536,3520,3536,3536,3536
3440,3440,3440,3440,3456
3328,3312,3328,3328,3328
3232,3216,3232,3232,3248
3136,3120,3136,3136,3152
3024,3008,3040,3040,3040
2928,2896,2928,2928,2912
2848,2816,2848,2848,2848
2752,2736,2752,2752,2752
2656,2640,2656,2656,2656
2544,2544,2544,2544,2544
2432,2432,2448,2448,2448
2336,2320,2336,2336,2336
2240,2224,2240,2240,2240
2160,2112,2160,2160,2160
2064,2016,2064,2064,2064
1968,1904,1968,1968,1968
1856,1840,1856,1856,1856
1744,1744,1744,1744,1744
1648,1632,1664,1664,1648
1552,1520,1568,1568,1552
1456,1424,1488,1488,1456
1376,1312,1376,1376,1376
1280,1248,1280,1280,1280
1168,1152,1168,1168,1168
1072,1040,1072,1072,1056
960,944,960,960,944
864,848,864,864,864
768,736,768,768,768
688,624,688,688,688
576,544,576,592,576
480,432,480,496,480
384,320,384,384,384
272,256,272,272,272
176,144,176,192,176
80,32,80,80,80
48,0,64,48,4080
48,0,64,48,3376
48,0,64,48,2720
32,0,32,64,2016
32,0,32,64,1312
32,0,32,64,688
32,0,32,4080,0
32,0,32,3920,0
32,0,32,3712,0
32,0,32,3536,0
32,0,32,3344,0
32,0,32,3152,0
32,0,32,2992,0
32,0,32,2800,0
32,0,32,2624,0
32,0,32,2432,0
32,0,32,2272,0
32,0,32,2080,0
32,0,32,1888,0
32,0,32,1728,0
32,0,32,1520,0
32,0,32,1360,0
32,0,32,1200,0
32,0,32,976,0
32,0,32,832,0
32,0,32,624,0
32,0,32,432,0
32,0,32,272,0
32,0,32,80,0
32,0,32,1360,0
32,0,32,4080,0
32,0,32,3904,0
32,0,32,3696,0
32,0,32,3536,0
32,0,32,3344,0
32,0,32,3184,0
32,0,32,2992,0
32,0,32,2800,0
32,0,32,2624,0
32,0,32,2448,0
32,0,32,2272,0
32,0,32,2080,0
32,0,32,1888,0
32,0,32,1728,0
32,0,32,1520,0
32,0,32,1360,0
32,0,32,1200,0
32,0,32,992,0
32,0,32,816,0
32,0,32,624,0
32,0,32,432,0
32,0,32,272,0
32,0,32,80,0
32,0,32,688,0
32,0,32,2048,0
32,0,32,3376,0
16,0,16,3984,0
16,0,16,3792,0
16,0,16,3632,0
16,0,16,3440,0
16,0,16,3248,0
16,0,16,3088,0
16,0,16,2880,0
16,0,16,2720,0
16,0,16,2560,0
16,0,16,2336,0
16,0,16,2192,0
16,0,16,1984,0
16,0,16,1792,0
16,0,16,1632,0
16,0,16,1440,0
16,0,16,1280,0
16,0,16,1072,0
16,0,16,912,0
16,0,16,720,0
16,0,16,528,0
16,0,16,384,0
16,0,16,160,0
16,0,16,0,0
16,0,16,1360,0
16,0,16,2720,0
16,0,16,4080,0
16,0,16,3904,0
16,0,16,3712,0
16,0,16,3568,0
16,0,16,3360,0
16,0,16,3216,0
16,0,16,2992,0
16,0,16,2816,0
16,0,16,2656,0
16,0,16,2464,0
16,0,16,2304,0
16,0,16,2112,0
16,0,16,1952,0
16,0,16,1760,0
16,0,16,1600,0
16,0,16,1408,0
16,0,16,1248,0
16,0,16,1088,0
16,0,16,864,0
16,0,16,720,0
16,0,16,512,0
16,0,16,368,0
16,0,16,160,0
16,0,16,0,0
16,0,16,2048,0
16,0,16,4080,0
16,0,16,3872,0
16,0,16,3664,0
16,0,16,3456,0
0,0,0,3232,0
0,0,0,3024,0
0,0,0,2816,0
0,0,0,2608,0
0,0,0,2400,0
0,0,0,2192,0
0,0,0,1968,0
0,0,0,1760,0
0,0,0,1552,0
0,0,0,1360,0
0,0,0,1152,0
0,0,0,944,0
0,0,0,736,0
0,0,0,528,0
0,0,0,304,0
0,0,0,96,0
